N_da_SC;Cod_Obra;Cod_insumo;Descricao_do_insumo;Qt_solicitada;Data_da_SC;Data_SC_chegada_a_obra;N_do_PC;Data_aprovacao_da_NT;Data_emissao_do_PC;Previsao_de_entrega;Quant_entregue;Saldo;Data_da_NF;N_da_NF;Data_entrada_na_obra;Data_vencimento;Status_da_NF
SC0002652;32048;C1612173;"CABO SERIAL; CONEXAO: HDMI X VGA; COMPRIMENTO: 1,5 M; REQUISITOS ADICIONAIS: CABO EXTENSAO.
CABO CONVERSOR VGA (F) X HDMI S/ AUDIO";5.0;17/01/2024;01/02/2024;PC0000319;18/01/2024;25/01/2024;;5.0;0.0;23/01/2024;16995;;08/02/2024;NF devolvida
SC0002652;32048;C794650;"FONE OUVIDO; COM MICROFONE/BOTAO PTT; QUANTIDADE DE FONES: 1 FONE; AMPLIFICADOR: SEM AMPLIFICADOR; ACESSORIOS: SEM ACESSORIOS; FAB: MOTOROLA - REF: 56517.
FONE C/ MICROF. GOLDENTECH";6.0;17/01/2024;01/02/2024;PC0000319;18/01/2024;25/01/2024;;6.0;0.0;23/01/2024;16995;;08/02/2024;NF devolvida
SC0002652;32048;C362051;"MOUSE; MODELO: SEM FIO; 2 BOTOES COM ROLAGEM; CONECTOR: USB; COR: PRETO; REQUISITOS ADICIONAIS: MOUSE OPTICO MINI.
MOUSE S/ FIO MS150 INTELBRAS";1.0;17/01/2024;01/02/2024;PC0000319;18/01/2024;25/01/2024;;1.0;0.0;23/01/2024;16995;;08/02/2024;NF devolvida
SC0002652;32048;C1474212;"TESOURA ESCRITORIO; USO GERAL; MATERIAL: ACO INOXIDAVEL; PONTA: COM PONTA; CABO: PLASTIFICADO; COR DO CABO: AMARELO; COMPRIMENTO: 267 MM; REQUISITOS ADICIONAIS: DESMONTAVEL.
TESOURA 21 CM MULTIUSO CABO PLASTICO MASTERPRINT";3.0;17/01/2024;01/02/2024;PC0000319;18/01/2024;25/01/2024;;3.0;0.0;23/01/2024;16995;;08/02/2024;NF devolvida
SC0002652;32048;C794650;"FONE OUVIDO; COM MICROFONE/BOTAO PTT; QUANTIDADE DE FONES: 1 FONE; AMPLIFICADOR: SEM AMPLIFICADOR; ACESSORIOS: SEM ACESSORIOS; FAB: MOTOROLA - REF: 56517.
FONE DE OUVIDO PS-2 C/MICROFONE GOLDENTECH";4.0;17/01/2024;01/02/2024;PC0000319;18/01/2024;25/01/2024;;4.0;0.0;23/01/2024;16995;;08/02/2024;NF devolvida
SC0002652;32048;C175085;"GRAMPEADOR; MESA; ESTRUTURA: ACO CARBONO; ACABAMENTO: PINTADO; BASE: EMBORRACHADA; CAPACIDADE: 2 A 25 FOLHAS; GRAMPO: 23/6 A 26/6; FAB: CIS - REF: C-15.
GRAMPEADOR METAL MX-G25 MAXPRINT";2.0;17/01/2024;01/02/2024;PC0000319;18/01/2024;25/01/2024;;2.0;0.0;23/01/2024;16995;;08/02/2024;NF devolvida
SC0002652;32048;C1673966;"MOUSE; MODELO: OPTICO ERGONOMICO; 3 BOTOES COM ROLAGEM; CONECTOR: USB; COR: PRETO; FAB: LEADERSHIP - REF: 3569.
MOUSE PAD GEL GOLDENTECH";4.0;17/01/2024;01/02/2024;PC0000319;18/01/2024;25/01/2024;;4.0;0.0;23/01/2024;16995;;08/02/2024;NF devolvida
SC0002652;32048;C1423645;"MOUSE; MODELO: MINI; 3 BOTOES; CONECTOR: USB; COR: PRETO; FAB: CLONE - REF: 6354.
MOUSE USB M90 LOGITECH";2.0;17/01/2024;01/02/2024;PC0000319;18/01/2024;25/01/2024;;2.0;0.0;23/01/2024;16995;;08/02/2024;NF devolvida
SC0003366;32048;C1103120;"TINTA IMOBILIARIA; ESMALTE SINTETICO; APLICACAO: ALVENARIA/CONCRETO/METAL; AMBIENTE: EXTERNO/INTERNO; ACABAMENTO: BRILHANTE; COR: PRETO; EMBALAGEM: LATA 16,0 LITROS.";3.0;19/02/2024;05/03/2024;PC0000518;19/02/2024;19/02/2024;;3.0;0.0;14/12/2023;1929932;;26/03/2024;Aprovado - NF excluida no IFS
SC0003380;32048;C1407056;"DECORACAO; VASO LAPIDADO VERDE; MATERIAL: PORCELANA; ACESSORIOS: SEM ACESSORIOS.";2.0;19/02/2024;05/03/2024;PC0000526;19/02/2024;19/02/2024;;2.0;0.0;20/02/2024;390;;26/03/2024;Aprovado
SC0003380;32048;C1337136;"DECORACAO; VASO YAVA LARGE SMOKEGREY; MATERIAL: VIDRO; ACESSORIOS: SEM ACESSORIOS; REQUISITOS ADICIONAIS: 19X20 H30 VD.";2.0;19/02/2024;05/03/2024;PC0000526;19/02/2024;19/02/2024;;2.0;0.0;20/02/2024;390;;26/03/2024;Aprovado
SC0003380;32048;C1316884;"PEDRA CONSTRUCAO CIVIL; SEIXO BEIRA RIO; FORNECIMENTO: SACO 15 KG; REQUISITOS ADICIONAIS: DECORATIVA.";1.0;19/02/2024;05/03/2024;PC0000526;19/02/2024;19/02/2024;;1.0;0.0;20/02/2024;390;;26/03/2024;Aprovado
SC0003380;32048;C1337136;"DECORACAO; VASO YAVA LARGE SMOKEGREY; MATERIAL: VIDRO; ACESSORIOS: SEM ACESSORIOS; REQUISITOS ADICIONAIS: 19X20 H30 VD.";2.0;19/02/2024;05/03/2024;PC0000526;19/02/2024;19/02/2024;;2.0;0.0;20/02/2024;390;;26/03/2024;Aprovado
SC0002777;32633;C161716;"PROTETOR AUDITIVO; PLUG DESCARTAVEL; MATERIAL: SILICONE; FORMATO: 3 FLANGES COM CORDAO; COR: LARANJA; TAMANHO: UNICO; INDICE DE REDUCAO DE RUIDO: 38 DB; REQUISITOS ADICIONAIS: CERTIFICADO APROVACAO: C.A; C/GRAVACAO OBRIGATORIA PRODUTO.";100.0;19/01/2024;03/02/2024;PC0000340;22/01/2024;22/01/2024;;100.0;0.0;23/01/2024;644233;;29/02/2024;Aprovado
SC0002777;32633;C362836;"BOTA SEGURANCA; USO GERAL; MATERIAL: COURO; REVESTIMENTO: SEM REVESTIMENTO; COR: MARROM; SOLADO: POLIURETANO; PALMILHA: SINTETICA; CANO: MEDIO; BIQUEIRA: SEM BIQUEIRA; TAMANHO: 43; REQUISITOS ADICIONAIS: CERTIFICADO APROVACAO: C.A. C/GRAVACAO OBRIGATORIA; COM FORRO.";5.0;19/01/2024;03/02/2024;PC0000340;22/01/2024;22/01/2024;;5.0;0.0;23/01/2024;644233;;29/02/2024;Aprovado
SC0002777;32633;C176115;"BOTA SEGURANCA; USO GERAL; MATERIAL: BORRACHA VULCANIZADA; REVESTIMENTO: SEM REVESTIMENTO; COR: PRETA; SOLADO: BORRACHA VULCANIZADA; PALMILHA: SINTETICA; CANO: LONGO; BIQUEIRA: SEM BIQUEIRA; TAMANHO: 44; REQUISITOS ADICIONAIS: CERTIFICADO APROVACAO: C.A. C/GRAVACAO OBRIGATORIA; SEM FORRO.";5.0;19/01/2024;03/02/2024;PC0000340;22/01/2024;22/01/2024;;5.0;0.0;23/01/2024;644233;;29/02/2024;Aprovado
SC0002777;32633;C176118;"BOTA SEGURANCA; USO GERAL; MATERIAL: PVC; REVESTIMENTO: SEM REVESTIMENTO; COR: PRETA; SOLADO: PVC; PALMILHA: SINTETICA; CANO: LONGO; BIQUEIRA: SEM BIQUEIRA; TAMANHO: 45; REQUISITOS ADICIONAIS: CERTIFICADO APROVACAO: C.A. C/ GRAVACAO OBRIGATORIA; SEM FORRO.";5.0;19/01/2024;03/02/2024;PC0000340;22/01/2024;22/01/2024;;5.0;0.0;23/01/2024;644233;;29/02/2024;Aprovado
SC0002777;32633;C176947;"BOTA SEGURANCA; USO GERAL; MATERIAL: PVC; REVESTIMENTO: SEM REVESTIMENTO; COR: PRETA; SOLADO: PVC; PALMILHA: SINTETICA; CANO: LONGO; BIQUEIRA: SEM BIQUEIRA; TAMANHO: 40; REQUISITOS ADICIONAIS: CERTIFICADO APROVACAO: C.A. C/GRAVACAO OBRIGATORIA; SEM FORRO.";5.0;19/01/2024;03/02/2024;PC0000340;22/01/2024;22/01/2024;;5.0;0.0;23/01/2024;644233;;29/02/2024;Aprovado
SC0002777;32633;C176117;"BOTA SEGURANCA; USO GERAL; MATERIAL: PVC; REVESTIMENTO: SEM REVESTIMENTO; COR: PRETA; SOLADO: PVC; PALMILHA: SINTETICA; CANO: LONGO; BIQUEIRA: SEM BIQUEIRA; TAMANHO: 42; REQUISITOS ADICIONAIS: CERTIFICADO APROVACAO: C.A. C/GRAVACAO OBRIGATORIA; SEM FORRO.";5.0;19/01/2024;03/02/2024;PC0000340;22/01/2024;22/01/2024;;5.0;0.0;23/01/2024;644233;;29/02/2024;Aprovado
SC0002777;32633;C1348986;"PROTETOR FACIAL; FIXADO EM CAPACETE; MATERIAL DO VISOR: POLICARBONATO; COR DO VISOR: INCOLOR; MATERIAL DO SUPORTE: PLASTICO; ARTICULACAO: SEM ARTICULACAO; REGULAGEM: SEM CATRACA; COMPRIMENTO DO VISOR: 228 X 368 MM; FAB: 3M - REF: WP96.";5.0;19/01/2024;03/02/2024;PC0000340;22/01/2024;22/01/2024;;5.0;0.0;23/01/2024;644233;;29/02/2024;Aprovado
SC0002777;32633;C266211;"BOTA SEGURANCA; USO GERAL; MATERIAL: VAQUETA; REVESTIMENTO: SEM REVESTIMENTO; COR: PRETA; SOLADO: POLIURETANO; PALMILHA: SINTETICA; CANO: CURTO; BIQUEIRA: SEM BIQUEIRA; TAMANHO: 41; REQUISITOS ADICIONAIS: CERTIFICADO APROVACAO: C.A. C/GRAVACAO OBRIGATORIA; COM FORRO.";5.0;19/01/2024;03/02/2024;PC0000340;22/01/2024;22/01/2024;;5.0;0.0;23/01/2024;644233;;29/02/2024;Aprovado
SC0002693;31087;C1795417;"PINO GUIA; CURTO; MATERIAL: ACO CARBONO; EXTREMIDADE: ROSCA INTERNA; PADRAO: DIN 7979; DIAMETRO: 1/2 ""; COMPRIMENTO: 1/2 "".";20.0;18/01/2024;02/02/2024;PC0000326;19/01/2024;23/01/2024;;20.0;0.0;14/11/2023;3543;;08/02/2024;NF devolvida
SC0002693;31087;C483259;"ROLDANA; CARRETILHA/GANCHO; MATERIAL DA POLIA: ACO FORJADO; REVESTIMENTO: PINTADO; DIAMETRO NOMINAL/LARGURA: 6 "".";20.0;18/01/2024;02/02/2024;PC0000326;19/01/2024;23/01/2024;;20.0;0.0;14/11/2023;3543;;08/02/2024;NF devolvida
SC0002693;31087;C919348;"VERNIZ ACABAMENTO; APLICACAO: MADEIRA; PROTECAO NORMAL; BASE: RESINA ACRILICA POLIURETANO; COR: INCOLOR; TEXTURA: ACETINADO; EMBALAGEM: LATA 18 LITROS; FAB: MONTANA - REF: VERNIZ OSMOCOLOR.";1.0;18/01/2024;02/02/2024;PC0000326;19/01/2024;23/01/2024;;1.0;0.0;14/11/2023;3543;;08/02/2024;NF devolvida
SC0002693;31087;C278298;"REMOVEDOR TINTA; APLICACAO: ESMALTE BASE ALQUIDICA/VERNIZ; BASE: HIDROCARBONETOS PARAFINICOS SATURADOS; EMBALAGEM: LATA 3,6 LITROS; FAB: MONTANA - REF: STRIPTIZI GEL.";1.0;18/01/2024;02/02/2024;PC0000326;19/01/2024;23/01/2024;;1.0;0.0;14/11/2023;3543;;08/02/2024;NF devolvida
SC0002693;31087;C840461;"PERFIL MONTAGEM ELETRICA; PADRAO: DIN 32 MM; MATERIAL: ACO CARBONO; REVESTIMENTO: GALVANIZADO; COMPRIMENTO DA BARRA: 3 M; REQUISITOS ADICIONAIS: TRILHO FIXACAO BORNE E DISJUNTORES.";3.0;18/01/2024;02/02/2024;PC0000326;19/01/2024;23/01/2024;;3.0;0.0;14/11/2023;3543;;08/02/2024;NF devolvida
SC0002693;31087;C816136;"TABUA; MATERIAL: MADEIRA MISTA; CLASSIFICACAO: BRUTA; ESPESSURA: 30 MM; LARGURA: 300 MM; COMPRIMENTO: 6,00 M.";5.0;18/01/2024;02/02/2024;PC0000326;19/01/2024;23/01/2024;;5.0;0.0;14/11/2023;3543;;08/02/2024;NF devolvida
SC0002693;31087;C447696;"SILICONE; APRESENTACAO: PASTA; FORNECIMENTO: BISNAGA 280 GRAMAS.";12.0;18/01/2024;02/02/2024;PC0000326;19/01/2024;23/01/2024;;12.0;0.0;14/11/2023;3543;;08/02/2024;NF devolvida
SC0002693;31087;C180957;"COLA; MADEIRA; FORNECIMENTO: FRASCO; EMBALAGEM: 500 GRAMAS; FAB: HENKEL - REF: CASCOREX EXTRA.";2.0;18/01/2024;02/02/2024;PC0000326;19/01/2024;23/01/2024;;2.0;0.0;14/11/2023;3543;;08/02/2024;NF devolvida
SC0002693;31087;C372114;"COLA; PVA; FORNECIMENTO: BARRICA; EMBALAGEM: 5 KG; FAB: ADESPEC - REF: AD 1400.";2.0;18/01/2024;02/02/2024;PC0000326;19/01/2024;23/01/2024;;2.0;0.0;14/11/2023;3543;;08/02/2024;NF devolvida
SC0002693;31087;C53205;"LIXA; FORMATO: DISCO; FERRO/METAL; MATERIAL DO COSTADO: FIBRA; AGLUTINANTE: RESINA/RESINA; ABRASIVO: OXIDO ALUMINIO; CAMADA: FECHADA; FURO: COM FURO CENTRAL; CAMADA ESTEREATO DE ZINCO: SEM CAMADA; GRANULOMETRIA: GRANA 100; DIMENSOES: 115 X 22 MM.";30.0;18/01/2024;02/02/2024;PC0000326;19/01/2024;23/01/2024;;30.0;0.0;14/11/2023;3543;;08/02/2024;NF devolvida
SC0002693;31087;C816136;"TABUA; MATERIAL: MADEIRA MISTA; CLASSIFICACAO: BRUTA; ESPESSURA: 30 MM; LARGURA: 300 MM; COMPRIMENTO: 6,00 M.";5.0;18/01/2024;02/02/2024;PC0000326;19/01/2024;23/01/2024;;5.0;0.0;14/11/2023;3543;;08/02/2024;NF devolvida
SC0002693;31087;C1003007;"PARAFUSO AUTO ATARRAXANTE; CABECA: TROMBETA; ENCAIXE: FENDA CRUZADA; MATERIAL: ACO CARBONO; REVESTIMENTO: FOSFATIZADO; PONTA: AGULHA; TIPO DE PONTA: AB; PADRAO DA ROSCA: DIN 7970; DIAMETRO NOMINAL: 3,5 MM; COMPRIMENTO: 35,0 MM; REQUISITOS ADICIONAIS: GN 35.";500.0;18/01/2024;02/02/2024;PC0000326;19/01/2024;23/01/2024;;500.0;0.0;14/11/2023;3543;;08/02/2024;NF devolvida
SC0002693;31087;C1137931;"ESPUMA EXPANSIVA; BASE: POLIURETANO; APLICACAO: USO GERAL; FORNECIMENTO: FRASCO AEROSOL COM 650 ML (620 G).";3.0;18/01/2024;02/02/2024;PC0000326;19/01/2024;23/01/2024;;3.0;0.0;14/11/2023;3543;;08/02/2024;NF devolvida
SC0002693;31087;C281663;"RIPA; MATERIAL: CEDRINHO; CLASSIFICACAO: PRIMEIRA CATEGORIA; ESPESSURA: 30 MM; LARGURA: 30 MM; COMPRIMENTO: 6,00 M; REQUISITOS ADICIONAIS: TRATAMENTO: NATURAL.";6.0;18/01/2024;02/02/2024;PC0000326;19/01/2024;23/01/2024;;6.0;0.0;14/11/2023;3543;;08/02/2024;NF devolvida
SC0003406;32169;C270936;"BOTINA SEGURANCA; USO GERAL; MATERIAL: VAQUETA RELAX AO CROMO; REVESTIMENTO: SEM REVESTIMENTO; COR: PRETA; SOLADO: POLIURETANO BIDENSIDADE; PALMILHA: COMPOSITE; BIQUEIRA: BIQUEIRA DE COMPOSITE; FECHAMENTO: ELASTICO LATERAL; ACOLCHOAMENTO: DORSO; TALONEIRA: PRETA; CONSTRUCAO: STANDARD; TAMANHO: 43; REQUISITOS ADICIONAIS: CA 18056; PALMILHA: ANTIPERFURANTE.";2.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;2.0;0.0;19/01/2024;5491;;25/04/2024;Aprovado
SC0003406;32169;C270936;"BOTINA SEGURANCA; USO GERAL; MATERIAL: VAQUETA RELAX AO CROMO; REVESTIMENTO: SEM REVESTIMENTO; COR: PRETA; SOLADO: POLIURETANO BIDENSIDADE; PALMILHA: COMPOSITE; BIQUEIRA: BIQUEIRA DE COMPOSITE; FECHAMENTO: ELASTICO LATERAL; ACOLCHOAMENTO: DORSO; TALONEIRA: PRETA; CONSTRUCAO: STANDARD; TAMANHO: 43; REQUISITOS ADICIONAIS: CA 18056; PALMILHA: ANTIPERFURANTE.";2.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;2.0;0.0;19/01/2024;5491;;29/02/2024;NF devolvida
SC0003406;32169;C1193047;"CALCA; MODELO: ELETRICISTA/ANTICHAMA; UNISEX; TECIDO: ALGODAO; PESO: 270 G/M2; COR: CINZA; COS: 1/2 ELASTICO; BOLSO FRONTAL: 2 BOLSOS FRONTAIS; BOLSO TRASEIRO: 2 BOLSOS TRASEIROS; BOLSO LATERAL: SEM BOLSO LATERAL; FECHAMENTO: ZIPER E BOTAO; PASSANTE: 7 PASSANTES; PREGA: SEM PREGA; VINCO: SEM VINCO; TAMANHO: M; REQUISITOS ADICIONAIS: C/PALA TRASEIRA; TARJAS RETROREFLETIVAS PRATA/AMARELA FLUORESCENTE APLICACAO EM SILK; NR10; RISCO II; ATPV: 11,3 CAL/CM2; CA: 30906; MARCACAO DO CA: NA ETIQUETA.";1.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;1.0;0.0;19/01/2024;5491;;25/04/2024;Aprovado
SC0003406;32169;C1193047;"CALCA; MODELO: ELETRICISTA/ANTICHAMA; UNISEX; TECIDO: ALGODAO; PESO: 270 G/M2; COR: CINZA; COS: 1/2 ELASTICO; BOLSO FRONTAL: 2 BOLSOS FRONTAIS; BOLSO TRASEIRO: 2 BOLSOS TRASEIROS; BOLSO LATERAL: SEM BOLSO LATERAL; FECHAMENTO: ZIPER E BOTAO; PASSANTE: 7 PASSANTES; PREGA: SEM PREGA; VINCO: SEM VINCO; TAMANHO: M; REQUISITOS ADICIONAIS: C/PALA TRASEIRA; TARJAS RETROREFLETIVAS PRATA/AMARELA FLUORESCENTE APLICACAO EM SILK; NR10; RISCO II; ATPV: 11,3 CAL/CM2; CA: 30906; MARCACAO DO CA: NA ETIQUETA.";1.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;1.0;0.0;19/01/2024;5491;;29/02/2024;NF devolvida
SC0003406;32169;C1826355;"CAMISA; MODELO: POLO; MASCULINA; TECIDO: ALGODAO; COR: CINZA; MANGA: CURTA; PUNHO: SEM PUNHO; PALA: SEM PALA; COLARINHO: GOLA POLO; PONTA DO COLARINHO: SEM COLARINHO; DECOTE: 2 BOTOES; BOLSO: SEM BOLSO; LOGOTIPO: BORDADO; TAMANHO: M.";4.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;4.0;0.0;19/01/2024;5491;;25/04/2024;Aprovado
SC0003406;32169;C1826355;"CAMISA; MODELO: POLO; MASCULINA; TECIDO: ALGODAO; COR: CINZA; MANGA: CURTA; PUNHO: SEM PUNHO; PALA: SEM PALA; COLARINHO: GOLA POLO; PONTA DO COLARINHO: SEM COLARINHO; DECOTE: 2 BOTOES; BOLSO: SEM BOLSO; LOGOTIPO: BORDADO; TAMANHO: M.";4.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;4.0;0.0;19/01/2024;5491;;29/02/2024;NF devolvida
SC0003406;32169;C1797810;"BOTINA SEGURANCA; PROFISSIONAL; MATERIAL: COURO CURTIDO AO CROMO; REVESTIMENTO: SEM REVESTIMENTO; COR: PRETA; SOLADO: POLIURETANO BIDENSIDADE; PALMILHA: ANTIBACTERIANA; BIQUEIRA: BIQUEIRA DE PLASTICO; FECHAMENTO: ELASTICO; ACOLCHOAMENTO: SEM ACOLCHOAMENTO; TALONEIRA: PRETA; CONSTRUCAO: STANDARD; TAMANHO: 43; REQUISITOS ADICIONAIS: ORTOPEDICA; CA 28468; FAB: BRAVO.";1.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;1.0;0.0;19/01/2024;5491;;25/04/2024;Aprovado
SC0003406;32169;C1797810;"BOTINA SEGURANCA; PROFISSIONAL; MATERIAL: COURO CURTIDO AO CROMO; REVESTIMENTO: SEM REVESTIMENTO; COR: PRETA; SOLADO: POLIURETANO BIDENSIDADE; PALMILHA: ANTIBACTERIANA; BIQUEIRA: BIQUEIRA DE PLASTICO; FECHAMENTO: ELASTICO; ACOLCHOAMENTO: SEM ACOLCHOAMENTO; TALONEIRA: PRETA; CONSTRUCAO: STANDARD; TAMANHO: 43; REQUISITOS ADICIONAIS: ORTOPEDICA; CA 28468; FAB: BRAVO.";1.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;1.0;0.0;19/01/2024;5491;;29/02/2024;NF devolvida
SC0003406;32169;C1826357;"CAMISA; MODELO: POLO; MASCULINA; TECIDO: ALGODAO; COR: CINZA; MANGA: CURTA; PUNHO: SEM PUNHO; PALA: SEM PALA; COLARINHO: GOLA POLO; PONTA DO COLARINHO: SEM COLARINHO; DECOTE: 2 BOTOES; BOLSO: SEM BOLSO; LOGOTIPO: BORDADO; TAMANHO: G.";4.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;4.0;0.0;19/01/2024;5491;;25/04/2024;Aprovado
SC0003406;32169;C1826357;"CAMISA; MODELO: POLO; MASCULINA; TECIDO: ALGODAO; COR: CINZA; MANGA: CURTA; PUNHO: SEM PUNHO; PALA: SEM PALA; COLARINHO: GOLA POLO; PONTA DO COLARINHO: SEM COLARINHO; DECOTE: 2 BOTOES; BOLSO: SEM BOLSO; LOGOTIPO: BORDADO; TAMANHO: G.";4.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;4.0;0.0;19/01/2024;5491;;29/02/2024;NF devolvida
SC0003406;32169;C1193051;"CALCA; MODELO: ELETRICISTA/ANTICHAMA; UNISEX; TECIDO: ALGODAO; PESO: 270 G/M2; COR: CINZA; COS: 1/2 ELASTICO; BOLSO FRONTAL: 2 BOLSOS FRONTAIS; BOLSO TRASEIRO: 2 BOLSOS TRASEIROS; BOLSO LATERAL: SEM BOLSO LATERAL; FECHAMENTO: ZIPER E BOTAO; PASSANTE: 7 PASSANTES; PREGA: SEM PREGA; VINCO: SEM VINCO; TAMANHO: G; REQUISITOS ADICIONAIS: C/PALA TRASEIRA; TARJAS RETROREFLETIVAS PRATA/AMARELA FLUORESCENTE APLICACAO EM SILK; NR10; RISCO II; ATPV: 11,3 CAL/CM2; CA: 30906; MARCACAO DO CA: NA ETIQUETA.";4.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;4.0;0.0;19/01/2024;5491;;25/04/2024;Aprovado
SC0003406;32169;C1193051;"CALCA; MODELO: ELETRICISTA/ANTICHAMA; UNISEX; TECIDO: ALGODAO; PESO: 270 G/M2; COR: CINZA; COS: 1/2 ELASTICO; BOLSO FRONTAL: 2 BOLSOS FRONTAIS; BOLSO TRASEIRO: 2 BOLSOS TRASEIROS; BOLSO LATERAL: SEM BOLSO LATERAL; FECHAMENTO: ZIPER E BOTAO; PASSANTE: 7 PASSANTES; PREGA: SEM PREGA; VINCO: SEM VINCO; TAMANHO: G; REQUISITOS ADICIONAIS: C/PALA TRASEIRA; TARJAS RETROREFLETIVAS PRATA/AMARELA FLUORESCENTE APLICACAO EM SILK; NR10; RISCO II; ATPV: 11,3 CAL/CM2; CA: 30906; MARCACAO DO CA: NA ETIQUETA.";4.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;4.0;0.0;19/01/2024;5491;;29/02/2024;NF devolvida
SC0003406;32169;C1826355;"CAMISA; MODELO: POLO; MASCULINA; TECIDO: ALGODAO; COR: CINZA; MANGA: CURTA; PUNHO: SEM PUNHO; PALA: SEM PALA; COLARINHO: GOLA POLO; PONTA DO COLARINHO: SEM COLARINHO; DECOTE: 2 BOTOES; BOLSO: SEM BOLSO; LOGOTIPO: BORDADO; TAMANHO: M.";2.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;2.0;0.0;19/01/2024;5491;;25/04/2024;Aprovado
SC0003406;32169;C1826355;"CAMISA; MODELO: POLO; MASCULINA; TECIDO: ALGODAO; COR: CINZA; MANGA: CURTA; PUNHO: SEM PUNHO; PALA: SEM PALA; COLARINHO: GOLA POLO; PONTA DO COLARINHO: SEM COLARINHO; DECOTE: 2 BOTOES; BOLSO: SEM BOLSO; LOGOTIPO: BORDADO; TAMANHO: M.";2.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;2.0;0.0;19/01/2024;5491;;29/02/2024;NF devolvida
SC0003406;32169;C1795711;"BOTINA SEGURANCA; USO GERAL; MATERIAL: COURO; REVESTIMENTO: SEM REVESTIMENTO; COR: PRETA; SOLADO: POLIURETANO BIDENSIDADE; PALMILHA: POLIURETANO; PROTECAO: COMUM; BIQUEIRA: BIQUEIRA DE POLIURETANO; FECHAMENTO: ELASTICO; ACOLCHOAMENTO: FRONTAL; TALONEIRA: PRETA; CONSTRUCAO: SEM COMPONENTES METALICOS; TAMANHO: 44; REQUISITOS ADICIONAIS: NUMERO: (12); PROTECAO METATARSO: S/METATARSO; CERTIFICADO APROVACAO: C.A. C/GRAVACAO OBRIGATORIA; FAB: MARLUVAS.";1.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;1.0;0.0;19/01/2024;5491;;25/04/2024;Aprovado
SC0003406;32169;C1795711;"BOTINA SEGURANCA; USO GERAL; MATERIAL: COURO; REVESTIMENTO: SEM REVESTIMENTO; COR: PRETA; SOLADO: POLIURETANO BIDENSIDADE; PALMILHA: POLIURETANO; PROTECAO: COMUM; BIQUEIRA: BIQUEIRA DE POLIURETANO; FECHAMENTO: ELASTICO; ACOLCHOAMENTO: FRONTAL; TALONEIRA: PRETA; CONSTRUCAO: SEM COMPONENTES METALICOS; TAMANHO: 44; REQUISITOS ADICIONAIS: NUMERO: (12); PROTECAO METATARSO: S/METATARSO; CERTIFICADO APROVACAO: C.A. C/GRAVACAO OBRIGATORIA; FAB: MARLUVAS.";1.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;1.0;0.0;19/01/2024;5491;;29/02/2024;NF devolvida
SC0003406;32169;C1795167;"CALCA; MODELO: OPERACIONAL; MASCULINA; TECIDO: BRIM; COR: CINZA; COS: ELASTICO E CORDAO; BOLSO FRONTAL: 2 BOLSOS FRONTAIS; BOLSO TRASEIRO: 2 BOLSOS; BOLSO LATERAL: SEM BOLSO LATERAL; FECHAMENTO: SEM FECHAMENTO; PASSANTE: SEM PASSANTE; PREGA: SEM PREGA; VINCO: SEM VINCO; TAMANHO: P.";2.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;2.0;0.0;19/01/2024;5491;;25/04/2024;Aprovado
SC0003406;32169;C1795167;"CALCA; MODELO: OPERACIONAL; MASCULINA; TECIDO: BRIM; COR: CINZA; COS: ELASTICO E CORDAO; BOLSO FRONTAL: 2 BOLSOS FRONTAIS; BOLSO TRASEIRO: 2 BOLSOS; BOLSO LATERAL: SEM BOLSO LATERAL; FECHAMENTO: SEM FECHAMENTO; PASSANTE: SEM PASSANTE; PREGA: SEM PREGA; VINCO: SEM VINCO; TAMANHO: P.";2.0;19/02/2024;05/03/2024;PC0000530;19/02/2024;19/02/2024;;2.0;0.0;19/01/2024;5491;;29/02/2024;NF devolvida
